id,current_satisfaction_score,last_evaluation_satisfaction_score,number_projects,average_montly_hours,time_spent_at_company,promotion_in_last_5_years,department,salary
74146,45,60,6,176,4,0,sales,112000
74153,72,80,3,222,3,0,IT,114000
74159,48,81,5,113,3,0,technical,104000
74162,38,50,2,132,3,0,accounting,73000
74167,52,43,3,176,3,0,support,52000
74168,91,100,4,253,5,0,technical,124000
74184,22,80,4,149,5,0,product_mng,133000
74199,50,99,4,272,2,0,sales,131000
74214,82,90,3,215,4,0,management,157000
74221,72,82,5,287,3,0,technical,100000
74235,11,89,6,309,4,0,support,140000
74248,90,97,4,258,5,0,accounting,69000
74253,67,83,3,260,3,0,technical,65000
74269,98,58,5,186,3,0,sales,127000
74281,38,55,2,147,3,0,sales,72000
74292,60,58,2,182,2,0,support,104000
74293,59,64,5,123,2,0,product_mng,51000
74294,72,95,5,271,5,0,support,59000
74310,75,77,5,199,4,0,sales,106000
74320,14,99,3,257,4,0,sales,58000
74333,56,99,4,270,2,0,product_mng,67000
74344,43,47,2,248,2,0,sales,132000
74356,11,90,6,263,4,0,IT,61000
74360,91,40,6,153,3,0,technical,63000
74369,53,91,4,167,4,0,management,156000
74384,55,79,3,254,3,0,technical,116000
74395,79,86,3,139,3,0,support,67000
74397,78,74,4,261,3,0,product_mng,128000
74411,99,86,3,167,2,0,sales,67000
74413,90,69,4,172,3,0,product_mng,119000
74417,50,49,5,256,3,0,sales,130000
74418,88,68,4,274,4,0,sales,144000
74421,43,52,2,156,3,0,support,123000
74427,16,56,5,152,5,0,hr,109000
74443,76,85,3,204,2,0,product_management,143000
74444,10,94,6,287,4,0,technical,121000
74445,57,81,3,144,3,0,sales,74000
74447,33,41,2,198,4,0,technical,121000
74461,20,42,4,256,5,0,hr,68000
74470,87,62,3,176,3,0,accounting,220000
74472,61,97,3,148,3,0,RandD,62000
74480,44,51,2,140,3,0,hr,138000
74495,83,50,5,274,3,0,accounting,54000
74504,9,80,6,298,4,0,support,117000
74517,92,97,4,201,2,0,sales,129000
74528,92,84,3,220,3,0,technical,192000
74543,85,91,5,226,5,0,management,130000
74553,16,70,3,178,3,0,technical,66000
74566,92,81,4,206,2,0,hr,123000
74572,10,90,6,299,4,0,marketing,50000
74579,49,49,2,245,3,0,product_mng,52000
74588,23,66,4,212,4,0,accounting,67000
74594,79,84,5,247,5,0,technical,50000
74609,89,57,2,235,3,0,product_mng,60000
74615,55,99,4,248,3,0,IT,61000
74625,40,46,2,132,3,0,technical,68000
74626,46,50,2,146,3,0,IT,133000
74642,35,80,3,137,5,0,hr,62000
74643,50,71,5,210,5,0,technical,101000
74648,72,45,4,143,6,0,product_mng,111000
74658,64,79,3,253,2,0,sales,61000
74660,65,98,3,252,2,0,product_mng,182000
74661,38,56,2,154,3,0,sales,70000
74664,96,100,5,162,3,0,accounting,71000
74672,87,63,5,214,3,0,sales,65000
74680,66,61,3,156,3,0,technical,139000
74684,58,73,3,165,2,0,technical,139000
74698,19,85,5,249,3,0,marketing,63000
74702,92,55,3,172,2,0,technical,191000
74711,38,55,2,145,3,0,support,58000
74721,11,97,6,289,5,0,support,104000
74729,87,90,3,174,2,0,IT,51000
74744,93,57,2,205,4,0,product_mng,132000
74760,51,50,4,130,3,0,RandD,123000
74775,75,70,5,269,3,0,support,123000
74781,88,51,5,195,4,0,IT,70000
74782,60,88,4,175,3,0,support,66000
74788,44,61,5,230,6,0,marketing,60000
74805,76,63,3,198,3,0,r&d,72000
74807,55,67,3,150,2,1,sales,63000
74824,78,71,3,249,5,0,marketing,130000
74831,49,59,5,140,3,0,support,153000
74841,40,46,2,130,3,0,sales,72000
74850,11,94,7,255,4,0,support,54000
74865,94,88,4,262,2,0,sales,108000
74876,62,58,3,148,2,0,technical,65000
74890,57,54,3,140,3,0,marketing,59000
74903,78,63,5,261,3,0,technical,74000
74910,85,100,3,255,3,0,sales,110000
74926,69,85,3,153,10,0,support,141000
74939,50,38,5,175,4,0,technical,194000
74952,37,57,2,133,3,0,technical,58000
74959,18,79,4,240,5,0,RandD,73000
74974,52,57,3,270,3,0,RandD,53000
74978,86,71,5,235,4,0,IT,111000
74989,12,81,4,287,6,0,sales,148000
74990,74,49,4,233,3,0,sales,133000
75002,89,50,4,147,2,0,technical,144000
75018,71,97,5,208,8,0,management,131000
75025,41,57,3,193,3,0,IT,140000
75028,28,89,4,97,6,0,management,59000
75036,80,84,4,242,2,0,marketing,55000
75048,73,86,4,245,6,0,sales,67000
75049,79,71,3,202,3,0,product_mng,121000
75051,49,48,4,249,3,0,support,129000
75061,70,85,4,142,2,0,support,53000
75075,65,37,3,170,6,0,IT,56000
75085,92,64,4,190,10,0,management,67000
75088,37,52,2,143,3,0,marketing,70000
75093,41,67,6,221,10,0,marketing,140000
75094,38,56,2,156,3,0,technical,67000
75105,52,63,3,269,2,0,sales,117000
75118,44,51,2,138,3,0,support,59000
75125,95,75,4,203,3,0,hr,70000
75135,85,86,3,231,3,0,support,119000
75148,75,59,3,117,3,0,RandD,100000
75155,10,97,7,254,4,0,sales,73000
75172,76,100,5,265,2,0,accounting,54000
75175,11,98,6,250,4,0,sales,144000
75180,37,67,2,159,2,0,product_mng,56000
75194,45,45,4,168,2,0,sales,68000
75204,88,72,4,249,3,0,RandD,126000
75220,59,63,5,243,2,0,accounting,101000
75223,99,79,4,133,2,0,sales,64000
75228,59,86,4,260,2,0,sales,123000
75241,50,56,3,263,4,0,hr,103000
75254,80,62,5,190,4,0,IT,127000
75266,49,89,3,213,2,0,support,60000
75281,84,93,3,159,3,0,sales,74000
75296,95,94,3,174,3,0,sales,134000
75298,75,100,4,272,4,0,IT,148000
75302,40,62,3,283,5,0,technical,74000
75304,74,92,5,193,3,0,sales,58000
75312,72,95,3,145,2,0,RandD,64000
75326,69,50,3,208,4,0,hr,64000
75330,81,99,5,143,3,0,marketing,129000
75336,78,65,3,157,2,0,sales,72000
75342,78,96,2,285,3,0,sales,183000
75349,87,97,5,151,3,0,RandD,139000
75355,77,71,5,141,3,0,support,56000
75358,13,65,4,194,4,0,support,104000
75370,81,73,4,272,2,0,sales,102000
75380,70,60,3,183,3,0,sales,69000
75395,69,68,3,151,3,0,support,59000
75397,58,97,3,186,3,1,marketing,126000
75400,69,75,5,196,3,0,support,115000
75408,85,98,5,222,3,1,sales,135000
75419,80,97,5,258,3,0,IT,122000
75421,65,65,4,224,3,0,sales,66000
75430,18,90,4,282,4,0,product_mng,141000
75444,10,83,6,300,4,0,marketing,144000
75445,66,95,5,192,7,0,sales,135000
75457,64,78,4,159,4,0,management,101000
75462,99,60,4,209,8,0,IT,100000
75477,68,89,5,218,5,0,sales,65000
75486,92,60,3,179,2,0,IT,54000
75497,76,83,6,293,6,0,support,70000
75509,33,38,4,186,3,0,support,123000
75520,61,93,3,250,4,0,management,123000
75525,98,58,3,183,3,0,sales,64000
75530,77,82,3,153,3,0,technical,138000
75546,99,53,4,131,3,0,technical,72000
75553,100,86,2,264,3,0,IT,113000
75566,92,80,4,263,4,0,RandD,54000
75582,42,73,4,208,5,0,accounting,57000
75589,37,69,2,146,3,0,support,144000
75595,37,49,2,148,3,0,sales,58000
75599,47,65,4,172,2,0,hr,51000
75601,9,84,6,269,4,0,sales,62000
75606,40,46,2,143,3,0,technical,188000
75621,66,57,5,161,5,0,technical,167000
75638,58,70,5,151,4,0,marketing,105000
75649,89,93,5,191,4,0,sales,54000
75661,39,50,2,136,3,0,management,63000
75665,49,52,4,161,7,0,management,191000
75672,90,98,5,271,5,0,technical,60000
75677,83,75,6,215,5,0,Sales,100000
75693,66,90,4,177,7,0,sales,53000
75698,60,49,2,194,4,0,sales,53000
75705,20,94,6,191,5,0,support,63000
75720,78,81,3,222,2,0,sales,56000
75736,46,38,6,165,3,0,accounting,66000
75742,85,87,5,246,5,0,sales,148000
75744,69,57,5,227,2,0,support,56000
75745,64,77,3,249,2,0,support,53000
75762,90,68,3,135,3,0,RandD,62000
75764,49,71,4,178,8,0,IT,135000
75773,85,88,3,235,2,0,technical,122000
75787,37,71,6,266,5,0,IT,62000
75793,59,55,4,235,2,0,IT,145000
75794,43,55,2,130,3,0,support,188000
75800,76,76,3,197,2,0,sales,134000
75807,99,71,4,212,2,0,marketing,113000
75818,53,73,3,163,3,0,IT,54000
75832,92,78,5,193,4,0,technical,153000
75835,36,46,2,130,3,0,accounting,72000
75847,70,68,5,225,7,0,sales,131000
75858,81,50,4,152,3,0,RandD,61000
75874,84,71,4,222,2,0,sales,114000
75878,95,90,3,186,2,0,marketing,73000
75883,75,50,4,166,4,0,IT,58000
75888,39,46,2,159,3,0,sales,116000
75899,89,92,5,242,5,0,sales,59000
75912,38,53,2,156,3,0,sales,54000
75921,50,86,3,180,7,1,management,156000
75938,67,67,4,141,2,0,sales,65000
75942,83,87,5,233,3,0,sales,60000
75952,97,57,3,164,10,0,management,212000
75969,87,74,5,248,2,0,IT,59000
75974,81,92,5,239,5,0,product_mng,70000
75987,50,89,5,223,3,0,marketing,73000
75989,72,88,3,236,3,0,technical,51000
76006,49,40,2,148,2,1,management,218000
76019,65,89,4,204,8,0,support,57000
76023,84,66,3,209,2,0,sales,60000
76040,65,75,2,151,3,0,IT,65000
76048,55,55,4,211,4,0,sales,74000
76049,77,94,5,226,6,0,support,52000
76063,77,67,4,225,4,0,hr,63000
76080,72,85,5,244,6,0,sales,71000
76084,63,89,3,239,3,0,IT,136000
76095,83,91,3,196,4,0,hr,50000
76099,44,56,2,142,3,0,hr,62000
76114,95,81,3,260,2,0,support,70000
76121,21,84,3,194,2,0,IT,105000
76136,81,64,4,213,3,0,support,128000
76141,44,97,4,240,5,0,technical,145000
76156,95,49,4,269,4,0,support,135000
76168,43,52,2,147,3,0,sales,61000
76171,72,58,4,149,3,0,product_mng,51000
76184,58,51,2,100,2,0,product_mng,60000
76194,94,87,3,229,3,0,sales,50000
76196,11,87,5,271,4,0,sales,64000
76208,91,100,4,257,5,0,accounting,114000
76225,9,79,6,275,4,0,sales,57000
76234,88,65,3,268,2,0,support,150000
76250,97,54,3,154,8,0,sales,148000
76258,74,67,5,140,3,0,hr,130000
76261,87,80,4,197,3,0,sales,57000
76268,53,70,4,243,3,0,technical,54000
76282,56,71,5,244,3,0,product_mng,54000
76284,18,46,4,249,4,0,technical,54000
76301,43,57,2,151,3,0,hr,62000
76310,36,48,2,158,3,0,IT,65000
76317,73,98,5,272,2,0,marketing,73000
76329,43,51,2,128,3,0,sales,60000
76342,72,70,3,149,3,0,support,116000
76352,96,59,3,241,3,0,product_mng,64000
76356,64,50,4,253,10,1,management,208000
76359,45,55,2,148,3,0,sales,70000
76362,10,84,6,261,4,0,accounting,106000
76376,42,48,2,129,3,0,management,70000
76385,68,99,3,159,2,0,accounting,123000
76392,58,90,5,224,3,0,RandD,207000
76396,89,86,4,153,3,0,accounting,69000
76397,58,66,3,250,5,0,sales,68000
76410,25,59,4,166,5,0,sales,61000
76414,34,46,5,131,3,0,marketing,104000
76429,85,53,3,226,2,0,accounting,73000
76433,36,51,2,143,3,0,technical,70000
76441,16,42,3,182,3,0,product_mng,54000
76454,50,81,3,170,2,0,sales,69000
76469,40,50,2,129,3,0,IT,103000
76470,44,66,6,134,8,0,RandD,183000
76482,79,57,4,152,3,0,technical,64000
76494,92,67,3,149,3,0,sales,56000
76509,89,93,3,181,3,0,hr,61000
76516,52,78,3,181,3,0,RandD,139000
76520,78,98,5,252,3,0,sales,183000
76535,62,52,3,148,3,0,sales,138000
76539,76,65,4,195,3,0,sales,50000
76540,40,47,5,108,3,0,sales,100000
76545,51,65,4,269,3,0,support,114000
76549,82,88,4,149,2,0,sales,60000
76555,9,83,7,258,4,0,product_mng,51000
76566,45,51,2,155,3,0,sales,143000
76570,11,95,6,285,4,0,technical,59000
76574,52,66,5,184,3,0,IT,72000
76585,97,55,5,212,6,0,sales,171000
76596,81,100,5,143,2,0,support,52000
76598,10,80,7,281,4,0,technical,55000
76612,90,79,4,150,2,0,IT,68000
76613,78,60,4,143,2,1,sales,126000
76617,70,54,3,198,3,1,hr,50000
76632,82,52,5,233,2,0,support,123000
76638,32,50,2,143,3,0,technical,161000
76654,83,52,3,167,2,0,IT,59000
76668,37,47,2,148,3,0,hr,65000
76683,75,56,4,230,3,0,technical,113000
76686,81,59,2,236,3,0,IT,119000
76697,55,64,4,201,10,0,management,117000
76714,48,47,3,160,3,0,product_mng,105000
76727,11,95,6,286,4,0,technical,115000
76737,55,51,3,192,3,0,accounting,139000
76743,79,65,3,235,10,0,technical,59000
76756,70,58,4,207,2,0,sales,147000
76769,69,83,4,252,3,0,management,107000
76774,43,46,2,126,3,0,sales,124000
76791,91,63,5,240,7,0,sales,144000
76799,62,60,3,171,2,0,sales,59000
76816,10,93,7,305,4,0,technical,146000
76823,65,97,3,198,3,0,RandD,64000
76840,12,55,5,242,4,0,marketing,109000
76846,78,67,4,260,3,0,technical,117000
76862,77,89,4,269,10,0,management,151000
76866,41,45,2,144,3,0,product_mng,53000
76868,62,69,4,184,3,0,technical,70000
76883,60,60,4,197,3,0,management,131000
76893,70,98,4,176,5,0,technical,69000
76898,89,99,2,258,3,0,sales,110000
76899,37,57,2,157,3,0,RandD,67000
76901,61,57,4,160,3,0,support,56000
76911,79,94,4,232,5,0,technical,143000
76916,63,48,4,180,4,0,management,161000
76926,95,84,3,270,3,1,sales,113000
76928,93,95,5,176,6,1,accounting,141000
76945,82,97,3,244,5,0,sales,136000
76946,56,62,5,238,3,0,sales,72000
76957,9,93,6,249,4,0,sales,51000
76959,83,50,6,165,3,0,management,101000
76960,15,62,4,257,3,0,hr,62000
76964,35,67,2,116,3,0,RandD,62000
76974,48,55,3,228,2,0,support,50000
76988,96,68,5,145,3,0,sales,102000
76997,11,90,6,254,4,0,technical,56000
77009,76,45,5,177,6,0,support,113000
77017,100,60,4,265,4,0,technical,59000
77029,61,82,3,209,2,0,sales,53000
77033,78,64,3,169,2,0,technical,105000
77049,94,81,3,196,3,0,technical,119000
77061,54,95,4,256,3,0,support,71000
77070,52,59,2,176,3,0,IT,58000
77073,73,95,3,156,2,0,support,116000
77083,58,71,3,230,3,0,sales,136000
77096,90,55,3,259,10,1,management,197000
77104,11,94,6,286,4,0,IT,119000
77118,57,49,4,247,2,0,management,67000
77121,98,90,3,186,4,0,sales,58000
77123,71,76,3,246,3,0,hr,61000
77134,71,90,3,138,3,0,marketing,149000
77147,33,59,3,243,2,0,technical,131000
77159,40,46,2,143,3,0,technical,197000
77172,54,91,3,142,2,0,support,61000
77182,87,93,3,178,3,0,management,58000
77185,44,48,2,226,3,0,technical,74000
77196,47,81,4,133,3,0,RandD,66000
77197,77,83,6,271,3,0,support,51000
77204,35,57,3,109,3,0,accounting,142000
77211,54,71,5,253,2,0,support,207000
77224,44,56,2,158,3,0,accounting,102000
77233,79,79,4,231,2,0,sales,62000
77242,11,80,6,304,4,0,accounting,62000
77249,19,58,4,173,5,0,accounting,109000
77257,80,93,4,258,3,0,sales,162000
77258,86,56,5,215,2,0,sales,56000
77262,84,54,5,186,2,0,technical,146000
77273,58,93,5,235,2,0,management,70000
77285,79,70,4,268,2,0,support,104000
77298,80,81,5,156,2,0,sales,72000
77301,94,62,4,191,3,0,support,55000
77314,76,45,4,147,2,0,product_mng,127000
77315,95,77,4,213,3,0,sales,73000
77316,37,54,2,131,3,0,hr,134000
77319,69,72,4,210,2,0,sales,185000
77334,43,46,2,156,3,0,technical,72000
77338,88,68,5,224,2,0,technical,62000
77352,51,86,4,196,2,0,support,59000
77368,88,88,4,222,3,1,sales,146000
77385,58,90,3,209,2,0,management,211000
77390,43,46,2,156,3,0,technical,74000
77405,17,73,5,258,4,0,technical,147000
77422,87,100,5,274,5,0,hr,59000
77437,94,74,4,224,5,0,sales,63000
77452,19,90,5,172,2,0,support,69000
77455,63,48,4,179,3,0,marketing,59000
77465,81,95,4,275,5,0,sales,140000
77469,55,72,3,204,2,0,product_mng,71000
77472,44,52,2,137,3,0,technical,148000
77475,48,78,2,198,2,0,technical,120000
77483,63,86,4,271,3,0,support,133000
77486,23,63,5,151,4,0,technical,50000
77494,37,45,2,149,3,0,sales,52000
77498,58,96,3,192,4,0,RandD,139000
77513,67,63,3,270,5,0,sales,71000
77528,51,55,2,102,7,1,management,110000
77531,77,87,4,242,6,0,sales,70000
77533,20,83,4,258,4,0,sales,166000
77541,64,71,5,212,2,0,technical,59000
77554,45,53,2,138,3,0,accounting,125000
77559,24,87,4,262,3,0,technical,74000
77568,79,58,5,165,3,0,support,72000
77573,37,51,2,154,3,0,sales,69000
77588,86,73,3,159,3,0,hr,143000
77602,63,85,3,151,4,0,product_mng,113000
77616,88,100,5,219,5,0,technical,69000
77626,82,82,3,164,3,0,technical,183000
77637,59,94,5,157,7,0,management,124000
77652,65,98,3,283,2,0,technical,67000
77663,10,90,5,263,4,0,hr,66000
77679,26,51,2,284,2,0,technical,64000
77695,96,51,5,152,3,0,support,121000
77708,54,58,3,169,2,0,technical,178000
77717,89,96,5,221,5,0,technical,62000
77729,9,98,6,271,4,0,sales,54000
77730,90,48,4,136,7,0,IT,53000
77744,72,97,3,239,3,0,IT,67000
77745,82,97,5,263,5,0,technical,106000
77759,85,90,3,184,3,0,support,67000
77761,37,45,2,126,3,0,support,103000
77769,23,94,5,242,4,0,support,112000
77785,56,59,3,185,2,0,RandD,107000
77795,54,49,4,152,3,0,sales,146000
77799,64,81,3,225,3,0,technical,54000
77802,88,93,3,162,3,0,support,117000
77813,95,71,4,151,4,0,sales,117000
77814,66,93,5,185,3,0,IT,102000
77815,55,90,5,237,3,0,sales,105000
77830,69,94,3,170,3,0,IT,185000
77846,63,73,5,168,3,0,technical,71000
77863,73,61,5,222,3,0,sales,175000
77876,96,96,5,243,3,0,technical,121000
77880,69,65,3,153,2,0,marketing,128000
77888,65,57,3,168,2,0,sales,183000
77901,57,66,3,268,3,0,sales,57000
77911,48,95,3,184,2,0,RandD,159000
77915,48,89,5,179,3,0,management,148000
77917,62,71,4,168,2,0,sales,212000
77929,55,64,4,201,10,0,management,111000
77945,91,66,3,208,4,0,sales,127000
77954,40,54,2,139,3,0,marketing,64000
77964,74,72,4,176,3,0,sales,61000
77971,91,91,4,262,6,0,support,54000
77975,13,91,2,149,5,0,sales,131000
77992,60,86,6,247,6,0,product_mng,123000
78002,93,61,3,166,3,0,sales,110000
78005,36,56,2,137,3,0,sales,62000
78013,9,90,7,289,4,0,product_mng,67000
78015,75,86,6,148,4,0,sales,64000
78019,73,69,3,228,2,1,sales,118000
78027,76,56,3,154,2,0,IT,56000
78031,89,100,4,217,5,0,sales,131000
78048,99,80,5,254,5,0,sales,140000
78061,55,68,3,178,3,0,technical,202000
78075,42,44,3,183,2,0,product_mng,105000
78091,96,71,4,210,3,0,technical,130000
78099,70,78,4,254,4,0,sales,52000
78106,46,48,2,141,3,0,sales,53000
78108,83,89,4,136,3,0,sales,144000
78117,54,52,5,170,4,0,technical,197000
78130,89,63,4,270,3,0,sales,140000
78146,64,67,3,143,6,0,sales,112000
78154,66,100,5,145,2,0,sales,62000
78164,74,75,4,111,4,0,product_mng,131000
78175,19,63,6,241,6,0,sales,218000
78186,92,56,4,170,3,0,marketing,105000
78201,67,52,2,102,6,0,technical,55000
78207,59,49,4,149,4,0,support,74000
78213,10,80,6,264,4,0,technical,52000
78224,57,51,2,152,2,0,accounting,143000
78234,29,38,6,105,5,0,sales,72000
78249,67,36,4,97,4,0,sales,137000
78258,81,69,5,109,2,0,IT,157000
78274,98,81,4,266,6,0,IT,109000
78275,83,86,4,98,4,0,sales,51000
78285,72,95,2,178,4,0,product_mng,134000
78294,38,50,2,153,3,0,support,52000
78301,70,73,5,151,2,0,product_mng,61000
78303,39,48,2,151,3,0,support,73000
78315,24,96,3,174,6,0,support,74000
78317,19,76,2,158,3,0,support,217000
78322,77,54,4,139,3,0,IT,73000
78327,65,53,5,205,3,0,technical,111000
78343,24,56,4,281,7,0,sales,107000
78356,45,45,2,132,3,0,marketing,63000
78363,44,50,2,135,3,0,sales,63000
78376,81,79,4,222,3,0,support,109000
78392,40,56,2,137,3,0,accounting,100000
78407,79,58,3,294,4,0,hr,62000
78408,70,84,3,260,4,0,support,106000
78420,37,46,3,173,6,0,RandD,121000
78424,38,55,2,131,3,0,marketing,61000
78433,82,94,5,232,5,0,IT,138000
78436,58,69,4,165,3,0,technical,72000
78452,20,50,6,282,6,0,technical,51000
78459,41,70,4,177,3,0,technical,122000
78464,43,55,2,136,3,0,sales,69000
78478,73,100,5,274,5,0,product_mng,73000
78480,82,93,3,160,3,0,hr,52000
78487,42,80,4,279,6,0,sales,141000
78504,63,50,5,246,2,0,hr,63000
78507,89,86,3,208,3,0,support,68000
78509,88,66,4,133,2,0,RandD,114000
78522,59,49,7,263,4,0,technical,128000
78533,59,99,3,185,2,0,support,145000
78546,9,77,6,282,5,0,sales,111000
78548,40,49,2,155,3,0,hr,129000
78558,74,62,4,236,4,0,sales,60000
78560,85,82,5,264,6,0,technical,109000
78566,11,80,6,304,4,0,technical,66000
78581,63,64,3,174,2,0,accounting,140000
78585,68,75,4,258,3,0,management,162000
78588,52,58,3,203,2,0,RandD,145000
78591,75,90,3,140,3,0,sales,59000
78593,63,90,4,245,3,0,technical,56000
78609,99,67,3,200,2,0,technical,52000
78624,44,54,2,149,3,0,hr,56000
78626,96,89,3,142,4,0,sales,147000
78628,55,81,3,242,2,0,technical,73000
78644,11,97,6,277,4,0,product_mng,122000
78661,63,75,4,175,4,0,hr,126000
78667,49,88,4,270,3,0,product_mng,65000
78671,44,51,2,134,3,0,hr,113000
78682,97,84,3,223,3,0,sales,54000
78691,81,77,5,102,5,0,sales,101000
78694,78,93,4,225,5,0,sales,115000
78710,93,86,4,145,3,0,technical,108000
78714,84,72,4,222,2,0,IT,54000
78719,87,89,3,140,2,0,RandD,72000
78726,48,87,3,221,2,0,sales,135000
78739,37,51,2,132,3,0,technical,148000
78754,84,91,5,208,3,0,product_mng,58000
78759,84,99,4,134,3,0,product_mng,102000
78769,82,97,3,137,3,0,management,166000
78780,96,100,3,137,4,0,marketing,65000
78787,66,93,5,253,5,0,product_mng,62000
78804,82,56,5,180,3,0,technical,70000
78806,86,92,5,252,5,0,RandD,63000
78819,16,87,3,99,5,0,IT,102000
78832,52,43,3,176,3,0,support,53000
78833,82,79,3,176,3,0,technical,53000
78843,73,67,2,139,8,0,sales,145000
78850,50,53,5,239,3,0,technical,119000
78862,13,78,6,152,2,0,support,64000
78864,59,53,5,169,3,0,technical,53000
78877,63,86,3,245,2,0,marketing,50000
78890,34,69,2,193,3,0,sales,139000
78903,93,90,4,256,4,0,technical,65000
78910,78,68,2,159,3,0,support,108000
78912,17,66,6,174,3,0,sales,142000
78921,45,48,5,287,5,0,support,135000
78936,63,72,2,161,5,0,hr,136000
78939,45,61,5,179,5,0,hr,60000
78956,71,85,3,260,3,0,marketing,108000
78967,44,47,2,130,3,0,technical,51000
78971,89,67,3,269,3,0,sales,101000
78972,91,78,3,269,3,0,technical,181000
78985,66,63,3,201,4,0,management,143000
78992,61,83,4,245,3,1,technical,71000
79004,59,59,4,216,2,0,support,112000
79007,90,72,5,237,2,0,accounting,66000
79011,77,89,2,215,5,0,management,120000
79025,63,70,5,177,2,0,sales,141000
79037,65,83,4,251,2,0,technical,137000
79046,93,73,4,283,7,0,sales,200000
79059,67,64,3,203,2,0,technical,51000
79060,54,59,4,228,3,0,IT,129000
79063,61,50,4,271,3,0,sales,134000
79068,71,87,3,177,4,0,hr,121000
79069,94,91,5,254,3,0,accounting,62000
79083,15,53,6,222,3,0,technical,112000
79094,20,68,5,167,7,0,marketing,145000
79096,68,69,4,176,3,0,IT,109000
79104,98,66,3,154,2,0,hr,111000
79119,78,98,4,260,3,0,technical,55000
79121,78,69,4,202,3,0,product_mng,51000
79135,59,80,5,247,3,0,accounting,120000
79147,11,96,6,298,4,0,sales,71000
79149,60,61,4,209,3,0,accounting,73000
79162,71,100,3,181,4,0,technical,109000
79174,58,75,4,255,3,0,sales,110000
79189,63,91,3,252,2,0,RandD,168000
79190,63,78,4,275,3,0,support,71000
79194,63,61,4,171,3,0,sales,61000
79196,61,50,4,175,3,0,support,143000
79212,29,43,6,175,3,0,sales,66000
79220,96,66,3,230,3,0,technical,59000
79225,83,84,3,249,2,0,support,101000
79228,57,53,5,216,2,0,sales,105000
79240,64,50,3,146,3,0,technical,68000
79246,45,69,5,193,3,0,sales,57000
79263,28,45,6,218,4,0,accounting,66000
79268,38,51,2,159,3,0,sales,70000
79285,60,53,2,235,7,0,IT,129000
79300,74,89,3,160,2,0,sales,55000
79314,69,53,4,156,3,0,support,70000
79329,52,86,5,168,3,0,RandD,137000
79334,94,86,3,150,2,0,technical,51000
79346,84,86,5,268,5,0,marketing,126000
79359,74,90,3,285,3,0,accounting,52000
79373,100,88,4,252,4,0,accounting,55000
79375,92,63,5,224,8,0,sales,73000
79382,60,45,3,173,2,0,sales,63000
79389,36,48,2,158,3,0,IT,58000
79399,25,46,4,214,4,0,technical,149000
79415,55,97,3,222,2,0,management,139000
79416,64,55,3,201,2,0,sales,64000
79431,30,57,2,158,2,0,hr,140000
79436,66,61,5,259,3,0,technical,163000
79446,100,93,3,264,4,0,support,108000
79450,53,59,3,148,3,0,IT,146000
79457,77,75,3,170,7,0,sales,60000
79470,34,76,6,237,5,0,support,153000
79480,82,69,3,250,3,0,accounting,51000
79496,87,64,3,187,2,0,technical,114000
79512,60,98,5,213,3,0,hr,69000
79523,72,82,5,269,5,0,technical,63000
79538,10,78,7,286,4,0,product_mng,61000
79540,98,99,5,141,3,0,sales,53000
79545,99,82,6,185,4,0,sales,207000
79546,93,59,5,158,3,0,sales,64000
79556,67,55,4,214,3,0,sales,104000
79562,99,71,4,155,3,0,sales,74000
79576,86,82,4,252,4,0,support,69000
79586,28,55,4,208,4,0,marketing,138000
79596,44,50,2,128,3,0,support,64000
79605,45,47,2,160,3,0,sales,72000
79607,87,82,4,251,3,0,sales,190000
79610,41,49,2,147,3,0,sales,56000
79612,44,45,2,124,3,0,sales,54000
79616,47,62,6,171,5,0,marketing,179000
79632,70,54,5,263,3,0,technical,55000
79647,27,61,3,213,6,0,sales,55000
79655,40,56,2,130,3,0,sales,125000
79666,84,85,4,185,3,0,IT,146000
79679,61,47,2,253,3,0,sales,69000
79681,95,40,5,286,4,0,support,52000
79697,30,97,3,171,4,0,management,116000
79714,26,39,3,99,4,0,IT,114000
79720,19,91,6,152,3,0,sales,58000
79721,85,51,3,261,4,1,technical,107000
79735,44,56,2,127,3,0,IT,74000
79751,17,55,6,240,6,0,RandD,61000
79753,34,55,3,136,2,0,sales,122000
79760,64,79,4,139,3,0,sales,69000
79773,97,92,3,168,3,0,technical,69000
79784,90,53,3,167,3,0,hr,68000
79790,54,91,3,249,3,0,technical,191000
79799,77,81,4,164,3,0,technical,163000
79806,95,95,4,137,4,0,management,147000
79808,11,80,6,306,4,0,sales,51000
79825,58,64,2,249,2,0,technical,57000
79831,23,70,3,123,5,0,sales,109000
79842,89,90,4,160,2,0,accounting,53000
79854,90,100,4,218,2,0,marketing,58000
79855,21,78,4,218,6,0,technical,62000
79867,64,52,5,258,10,0,management,201000
79876,50,49,3,180,3,0,marketing,70000
79881,94,70,6,217,5,0,sales,59000
79898,36,48,2,159,3,0,product_mng,64000
79902,21,69,3,144,6,0,IT,72000
79906,83,94,4,243,3,0,technical,66000
79917,72,99,4,239,3,0,marketing,126000
79931,94,72,3,152,2,0,sales,113000
79948,88,59,6,243,4,0,RandD,166000
79954,46,49,3,213,3,0,accounting,54000
79965,10,77,6,272,4,0,accounting,64000
79975,44,55,2,130,3,0,product_mng,54000
79992,67,67,4,141,2,0,sales,57000
80009,96,64,3,166,2,0,accounting,144000
80018,16,72,4,192,6,0,sales,216000
